Company,Reported_Amount,Extracted_Amount,Amount_Difference,Amount_Difference_Percentage,Reported_Round,Extracted_Round,Round_Match,Confidence_Score,Verification_Status,Matches,Mismatches,News_URL,Analysis_Date
Goodnewsco,12.1,,,,SERIES A,,False,0.0,unverified,,,https://www.linkedin.com/posts/good-news-coffee_hoy-estamos-muy-contentos-de-compartir-con-activity-6972829084221353984-jyIF/?utm_source=share&utm_medium=member_desktop,2025-03-11 21:37:28
Wearisma,0.0,,,,SEED,,False,0.0,unverified,,,https://www.morganstanley.com/press-releases/five-innovative-women-led-startups-in-multicultural-innovation-l?cid=SM_CORP_SM_CORP_TWITTER_MorganStanley_20220906&linkId=180289414,2025-03-11 21:37:28
AMAKA Studio,0.0,,,,SEED,,False,0.0,unverified,,,https://www.morganstanley.com/press-releases/five-innovative-women-led-startups-in-multicultural-innovation-l?cid=SM_CORP_SM_CORP_TWITTER_MorganStanley_20220906&linkId=180289414,2025-03-11 21:37:28
BioBetter,10.0,10.0,0.0,0.0,SERIES A,Not specified,False,0.5,unverified,amount,round_type,https://www.prnewswire.com/news-releases/biobetter-lands-usd10m-funding-to-relieve-cultivated-meats-bottleneck-using-tobacco-plants-301619117.html,2025-03-11 21:37:28
Butlr,0.0,,,,SEED,Seed,True,1.0,verified,round_type,,https://www.finextra.com/pressarticle/93895/marketplace-payments-platform-ryft-secures-seed-investment,2025-03-11 21:37:28
Bling,0.0,10.0,10.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2022/04/07/dealmonitor-grover-productsup/,2025-03-11 21:37:28
ShanX Medtech,2.9,,,,SEED,,False,0.0,unverified,,,https://shanxmedtech.com/sxm-has-raised-cumulative-eur2-7mln-in-granted-projects-from-the-eindhoven-region-the-dutch-government-and-the-european-commission/,2025-03-11 21:37:28
WARD 24/7,2.64,18.0,15.36,581.8181818181818,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://medwatch.dk/Medico___Rehab/article14278662.ece,2025-03-11 21:37:28
Shopperai,5.0,,,,SERIES A,,False,0.0,unverified,,,https://www.calcalistech.com/ctechnews/article/b1911k6gga,2025-03-11 21:37:28
The Landbanking Group,0.0,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2023/03/27/portfolio-planet-a-ventures-2023/,2025-03-11 21:37:28
Nium,0.1584,,,,SEED,,False,0.0,unverified,,,https://www.cambridgeindependent.co.uk/business/third-carbon13-cohort-is-first-to-launch-with-a-carbon-reduc-9267589/,2025-03-11 21:37:28
Swedish Temptations,1.694169,14.0,12.305831,726.3638397349969,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/swedish-temptations-barta-secured-sek-14-million-via-pepins/,2025-03-11 21:37:28
NOMOQ,5.5,5.0,0.5,9.090909090909092,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.startupticker.ch/en/news/nomoq-secures-over-5-million-equity-and-debt-capital,2025-03-11 21:37:28
topi,15.0,,,,EARLY VC,,False,0.0,unverified,,,https://www.deutsche-startups.de/2022/09/05/investitionen-august-2022/,2025-03-11 21:37:28
Healios,0.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.startupticker.ch/en/news/healios-ag-secures-substantial-funds-to-meet-demand#.Yw8o-zH65QE.twitter,2025-03-11 21:37:28
Neur.on,1.466666,1.6,0.13333400000000006,9.090958677708494,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.startupticker.ch/en/news/chf-1-6m-to-empower-legal-professionals-with-ai-translation-solutions#.YxIIIpKc1DY.twitter,2025-03-11 21:37:28
Hiiper,2.2,,,,EARLY VC,,False,0.0,unverified,,,https://siliconcanals.com/news/startups/scoupy-acquired-by-cashback-holding/,2025-03-11 21:37:28
OneFarm,9.9,,,,EARLY VC,,False,0.0,unverified,,,https://bit.ly/3TuHVKk,2025-03-11 21:37:28
Kula Tech,12.0,12.0,0.0,0.0,SEED,Seed,True,1.0,verified,"amount, round_type",,https://vcnewsdaily.com/kula/venture-capital-funding/svjmcxlfwn,2025-03-11 21:37:28
Kula Tech,12.0,12.0,0.0,0.0,SEED,Seed,True,0.5,unverified,amount,round_type,https://vcnewsdaily.com/kula/venture-capital-funding/svjmcxlfwn,2025-03-11 21:37:28
Kula Tech,2.7,2.7,0.0,0.0,SEED,Not specified,False,1.0,verified,"amount, round_type",,https://vcnewsdaily.com/kula/venture-capital-funding/lkmvrpwxwh,2025-03-11 21:37:28
Kula Tech,2.7,2.7,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://vcnewsdaily.com/kula/venture-capital-funding/lkmvrpwxwh,2025-03-11 21:37:28
Sharz.Net,2.2,40.0,37.8,1718.181818181818,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://egirisim.com/2022/08/22/sharz-40-milyon-tllik-yatirimla-turkiyedeki-elektrikli-arac-sarj-noktasini-1000e-yukseltecek/,2025-03-11 21:37:28
NQ64 Arcade Bars,3.3,2.5,0.7999999999999998,24.24242424242424,EARLY VC,Growth capital investment,False,0.0,unverified,,"amount, round_type",https://bdaily.co.uk/articles/2022/08/23/arcade-bar-operator-nq64-earns-a-power-up-via-25m-growth-capital-investment,2025-03-11 21:37:28
Coinnect,2.0,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/feed/update/urn:li:activity:6964944488603500544/,2025-03-11 21:37:28
Thriftify,1.76,1.6,0.15999999999999992,9.090909090909086,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.independent.ie/business/irish/thriftify-to-create-20-new-jobs-following-16m-investment-deal-41899012.html,2025-03-11 21:37:28
Growth Intelligence,1.98,1.5,0.48,24.242424242424242,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.uktech.news/ai/growth-intelligence-funding-20220802,2025-03-11 21:37:28
ReLearn,0.0715,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/lventure-group_zero-cleantech-joule-activity-6958035600893468672-AMyw?utm_source=linkedin_share&utm_medium=member_desktop_web,2025-03-11 21:37:28
Bab Iot Technologies,2.2,2.0,0.20000000000000018,9.090909090909099,SEED,Not specified,False,0.5,unverified,amount,round_type,https://webrazzi.com/2022/08/08/iot-donanimlari-ve-yazilimlari-ureten-bab-iot-2-milyon-euro-degerleme-uzerinden-yatirim-aldi,2025-03-11 21:37:28
Usedemand,6.3,6.3,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://tech.eu/2022/08/01/saleshub-acquires-exactvisitor-and-techtracker-merges-to-become-demand-and-raises-6-3-million-in-the-process,2025-03-11 21:37:28
George Medicines,1.5,,,,EARLY VC,,False,0.0,unverified,,,https://george-medicines.com/george-medicines-advances-triple-combination-candidate-gmrx4-into-phase-ii-clinical-development-for-first-line-treatment-of-type-2-diabetes/,2025-03-11 21:37:28
George Medicines,1.5,,,,EARLY VC,,False,0.0,unverified,,round_type,https://george-medicines.com/george-medicines-advances-triple-combination-candidate-gmrx4-into-phase-ii-clinical-development-for-first-line-treatment-of-type-2-diabetes/,2025-03-11 21:37:29
George Medicines,35.64,,,,LATE VC,Not mentioned,False,0.0,unverified,,,https://brandoncapital.vc/portfolio/george-medicine/,2025-03-11 21:37:29
George Medicines,35.64,,,,LATE VC,Not mentioned,False,0.0,unverified,,round_type,https://brandoncapital.vc/portfolio/george-medicine/,2025-03-11 21:37:29
CreationDose,0.825,,,,SEED,,False,0.0,unverified,,,https://www.crowdfundme.it/projects/creationdose/,2025-03-11 21:37:29
OCTAIPIPE,0.055,0.05,0.0049999999999999975,9.090909090909086,SEED,Seed,True,1.0,verified,"amount, round_type",,https://start-up.ro/romanian-business-angels-growceanu-50-000-eur-investment-in-t-dab-ai/,2025-03-11 21:37:29
Anytype,0.0,13.4,13.4,,SERIES A,Not specified,False,0.0,unverified,,round_type,https://www.finsmes.com/2023/08/anytype-raises-13-4m-in-funding.html,2025-03-11 21:37:29
Maholla,0.58,1.5,0.92,158.62068965517244,SEED,Seed,True,0.5,unverified,round_type,amount,https://afrikanheroes.com/2023/04/25/consumer-rewards-startup-maholla-raises-1-5m-to-revolutionize-shopping-habits-in-south-africa/,2025-03-11 21:37:29
Subphoton,0.825,,,,SEED,,False,0.0,unverified,,,https://www.liftt.com/portfolio-item/subphoton/,2025-03-11 21:37:29
Suturion Ab,1.815182,15.0,13.184818,726.3634170017111,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/suturion-secured-sek-15-million-from-almi-invest-and-lu-holding/,2025-03-11 21:37:29
Ejara,0.0,2.0,2.0,,SERIES A,Not specified,False,0.0,unverified,,round_type,https://techcrunch.com/2021/10/07/cameroons-ejara-raises-2m-to-offer-crypto-and-investment-services-in-francophone-africa/,2025-03-11 21:37:29
L'atelier des Chefs,7.7,,,,EARLY VC,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juillet-2022/,2025-03-11 21:37:29
Airsonett,2.420242,20.0,17.579757999999998,726.3636446272727,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/airsonett-raised-sek-20-million-from-fahraeus-startup-growth-fund-industrifonden-seb-venture-and-magnus-lundberg/,2025-03-11 21:37:29
Creative Fabrica,0.0,,,,SERIES B,,False,0.0,unverified,,,https://fjlabs.com/portfolio/,2025-03-11 21:37:29
Kessel,1.54,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2022/,2025-03-11 21:37:29
api.video,12.0,640.0,628.0,5233.333333333334,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-decembre-2022/,2025-03-11 21:37:29
Atomic Growth,0.0,,,,SEED,,False,0.0,unverified,,,https://gandyr.com/en/gandyr-investments/gandyr-investment-portfolio/,2025-03-11 21:37:29
Voidless,0.66,,,,SEED,,False,0.0,unverified,,,https://www.globallegalchronicle.com/italia/360-capital-partners-investe-in-voidless/,2025-03-11 21:37:29
Jolt Energy,0.0,,,,SERIES A,,False,0.0,unverified,,,https://www.faz.net/aktuell/technik-motor/technik/ein-muenchner-unternehmen-vermietet-lastwagen-und-feste-akku-schnellladestationen-16774536.html,2025-03-11 21:37:29
Living Brain,1.65,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2022/07/11/dealmonitor-wefox-kadmos/,2025-03-11 21:37:29
ABC Transfer,1.1,4.0,2.9,263.6363636363636,SERIES B,Not specified,False,0.0,unverified,,"amount, round_type",https://www.jaimelesstartups.fr/news/abc-transfer-levee-de-fonds/,2025-03-11 21:37:29
Everfund,0.1,,,,SEED,,False,0.0,unverified,,,https://www.netlify.com/blog/jamstack-innovation-fund-launches-with-the-10-most-promising-jamstack-startups/,2025-03-11 21:37:29
Nolea Health,0.1,,,,EARLY VC,,False,0.0,unverified,,,https://techcrunch.com/2022/06/16/google-for-startups-deploys-4m-of-grant-funding-to-40-black-led-startups-across-europe/,2025-03-11 21:37:29
Silta Finance,2.3,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://medium.com/silta-finance/news-silta-receives-backing-from-cerulean-ventures-b3d6aa21fe44,2025-03-11 21:37:29
Spring Vision,2.0,,,,EARLY VC,,False,0.0,unverified,,,https://www.prnewswire.com/news-releases/spring-vision-announces-investment-by-medipress-health-limited-partnership-301580457.html,2025-03-11 21:37:29
O.c. Hairsystems,0.0,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2022/07/08/startupticker-27/,2025-03-11 21:37:29
Arab Therapy,0.115,0.115,0.0,0.0,SEED,Seed,True,1.0,verified,"amount, round_type",,https://www.wamda.com/en/2022/07/flat6labs-invests-seven-jordanian-startups,2025-03-11 21:37:29
HRLink,1.502732,,,,SEED,,False,0.0,unverified,,,https://oopstop.com/headhunter-became-a-minority-shareholder-of-hrlink/,2025-03-11 21:37:29
Ingenieur.de,5.5,,,,SERIES A,,False,0.0,unverified,,,https://www.realwire.com/releases/Sentryc-raises-EUR-5-million-in-Series-A-funding,2025-03-11 21:37:29
Naturbeads,1.65,1.3,0.34999999999999987,21.212121212121204,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.chemeurope.com/en/news/1176862/spin-out-company-aiming-to-replace-harmful-plastic-microbeads-receives-1-3m-investment.html,2025-03-11 21:37:29
kodehyve,2.86,2.6,0.2599999999999998,9.090909090909085,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.eu-startups.com/2022/11/exclusive-look-luxembourg-based-kodehyve-bags-e2-6-million-to-make-real-estate-more-collaborative/,2025-03-11 21:37:29
Biovitae,0.66,2.1,1.44,218.18181818181816,SEED,Seed funding,False,0.0,unverified,,"amount, round_type",https://bebeez.it/venture-capital/nextsense-incassa-600k-euro-da-ulixes-capital-partners-e-15-mln-in-direct-lending-attraverso-azimut-direct/,2025-03-11 21:37:29
Happity,0.84018,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://march8.com/articles/happity-using-technology-to-support-maternal-mental-health,2025-03-11 21:37:29
CergenX,0.88,0.8,0.07999999999999996,9.090909090909086,SEED,Seed,True,1.0,verified,"amount, round_type",,https://www.businesspost.ie/post-plus/cork-medtech-firm-cergenx-raises-e800k-for-product-to-monitor-brain-health-of-newborns/,2025-03-11 21:37:29
Sprk Capital,4.62,4.0,0.6200000000000001,13.41991341991342,SEED,Not specified (Debt financing),False,0.0,unverified,,"amount, round_type",https://bit.ly/44xl8T7,2025-03-11 21:37:29
Wholey,0.0,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2023/02/20/super-angels-lemcke-2023/,2025-03-11 21:37:29
Everon AG,0.0,,,,SEED,,False,0.0,unverified,,,https://www.startupticker.ch/en/news/zurich-based-qbit-capital-launches-its-first-venture-capital-fund,2025-03-11 21:37:29
GameWard,1.1,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-mai-2022/,2025-03-11 21:37:29
Heights,1.98,,,,SEED,,False,0.0,unverified,,,http://dlvr.it/Sgk1VC,2025-03-11 21:37:29
iRaiser,2.75,,,,EARLY VC,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juillet-2022/,2025-03-11 21:37:29
Lingio,4.961496,41.0,36.038504,726.3636612828067,LATE VC,Equity round,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/lingio-in-a-sek-41-million-equity-round-backed-by-backing-minds/,2025-03-11 21:37:29
Cognibotics,7.260726,60.0,52.739274,726.3636446272728,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://fairpoint.se/robotics-company-cognibotics-raises-sek-60-million-in-new-capital/,2025-03-11 21:37:29
Digital4Better,2.2,,,,SEED,,False,0.0,unverified,,,https://www.usine-digitale.fr/article/avec-fruggr-digital4better-veut-aider-les-entreprises-a-reduire-leur-empreinte-numerique.N2021657,2025-03-11 21:37:29
Countagen,1.39164,,,,EARLY VC,,False,0.0,unverified,,,https://www.almi.se/almi-invest/nyheter/almi-invest-investerar-i-countagen-som-gor-det-enklare-att-redigera-gener/,2025-03-11 21:37:29
SENSIVIC,1.76,1.0,0.76,43.18181818181818,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2022/,2025-03-11 21:37:29
Airolit,1.573157,13.0,11.426843,726.3638022142736,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/airolit-raised-sek-13-million/,2025-03-11 21:37:29
Base,15.0,,,,SEED,,False,0.0,unverified,,,https://finance.sina.com.cn/tech/2022-06-20/doc-imizmscu7760283.shtml?finpagefr=p_114,2025-03-11 21:37:29
Base,15.0,,,,SEED,,False,0.0,unverified,,,https://finance.sina.com.cn/tech/2022-06-20/doc-imizmscu7760283.shtml?finpagefr=p_114,2025-03-11 21:37:29
Base,0.0,,,,SEED,,False,0.0,unverified,,,https://www.fusion-vc.com/portfolio,2025-03-11 21:37:29
Base,0.0,,,,SEED,,False,0.0,unverified,,,https://www.fusion-vc.com/portfolio,2025-03-11 21:37:29
Periapt,6.0,6.0,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.jpost.com/business-and-innovation/tech-and-start-ups/article-708434,2025-03-11 21:37:29
Aiperia,1.1,,,,SEED,,False,0.0,unverified,,,https://www.zdi-mainfranken.de/news/536060.Planer.AI-erhaelt-Seedfinanzierung-in-sechsstelliger-Hoehe.html,2025-03-11 21:37:29
Negocios Verdes,5.322581,30.0,24.677419,463.6363260606086,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://startupi.com.br/2022/06/gk-ventures-investe-r-30-milhoes-em-plataforma-de-solucao-para-residuo-industrial/,2025-03-11 21:37:29
Filu,0.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2022/06/16/dealmonitor-upvest-tldv/,2025-03-11 21:37:29
Velvet AutoInvest,1.3,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2022/06/15/dealmonitor-medifox-dan-vation/,2025-03-11 21:37:29
foodforecast,0.55,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2022/06/22/dealmonitor-personio-planted/,2025-03-11 21:37:29
Tamatem,5.0,,,,EARLY VC,,False,0.0,unverified,,,http://www.myzaker.com/article/62b2ee9a8e9f0919d3462a1e/,2025-03-11 21:37:29
Honestly Tasty,0.9504,,,,SEED,,False,0.0,unverified,,,https://honestlytasty.co.uk/blogs/news/a-crowdfunding-update,2025-03-11 21:37:29
ENLYZE,0.0,30.0,30.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2022/06/08/dealmonitor-quantum-systems/,2025-03-11 21:37:29
Quizrr,2.5,2.5,0.0,0.0,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.quizrr.se/news/quizrr-raises-new-funds-to-fuel-global-expansion/,2025-03-11 21:37:29
ConWize,2.8,2.8,0.0,0.0,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.prnewswire.co.uk/news-releases/conwize-raises-2-8-million-to-expand-operations-into-europe-818499232.html,2025-03-11 21:37:29
Data Science Group,6.0,6.0,0.0,0.0,SERIES A,Series A,True,1.0,verified,"amount, round_type",,https://www.calcalistech.com/ctechnews/article/rkagtfzq9,2025-03-11 21:37:29
Muckle Brig,2.904,,,,SEED,Crowdfunding,False,0.0,unverified,,round_type,https://www.insider.co.uk/news/port-leiths-vertical-distillery-gets-27357475,2025-03-11 21:37:29
Magpie,0.0,,,,SEED,,False,0.0,unverified,,,https://medium.com/@Magpieprotocol/magpie-protocol-faster-and-easier-cross-chain-swaps-3a8d8b617979,2025-03-11 21:37:29
KidStart,0.858,650.0,649.142,75657.57575757576,SEED,Crowdfunding,False,0.0,unverified,,"amount, round_type",https://www.angelnews.co.uk/blog/equity-crowdfunding/family-investment-app-beanstalk-exceeds-650k-crowdfunding-target/,2025-03-11 21:37:29
Famedly,2.75,2.5,0.25,9.090909090909092,SEED,Seed,True,1.0,verified,"amount, round_type",,https://fundscene.com/famedly-seed-finanzierung/,2025-03-11 21:37:29
Autentica,1.2,1.2,0.0,0.0,SEED,Pre-Seed,False,0.5,unverified,amount,round_type,https://www.finsmes.com/2022/06/autentica-raises-1-2m-in-pre-seed-funding.html,2025-03-11 21:37:29
Distributed,6.6,8.0,1.4000000000000004,21.212121212121218,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://www.finsmes.com/2022/06/distributed-raises-8m-in-funding.html,2025-03-11 21:37:29
GetWhy,6.6,,,,SEED,,False,0.0,unverified,,,https://regnskaber.cvrapi.dk/80601533/amNsb3VkczovLzAzLzgzL2I5LzZjL2E0L2M4YmUtNDJhMi05MTBjLTUzYTllNzk5MDdkZQ.pdf,2025-03-11 21:37:29
Photon Sports Technologies,2.29923,19.0,16.70077,726.3636086863862,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www-uminovainnovation-se.translate.goog/aktuellt/photon-sports-tar-in-19-miljoner-i-nytt-kapital/?_x_tr_sl=sv&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=sc,2025-03-11 21:37:29
enshift,3.208334,3.5,0.2916660000000002,9.090886422672959,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.deutsche-startups.de/2023/09/26/dealmonitor-rightmart-legal-one-pexapark/,2025-03-11 21:37:29
Aggua,0.0,,,,SEED,,False,0.0,unverified,,,https://www.sabanventures.com/portfolio,2025-03-11 21:37:29
